CustomerID,Age,Annual Income,Spending Score,Cluster
1246,70,55875,94,2
1247,44,177513,81,1
1248,87,100850,83,0
1249,0,143082,63,1
1250,96,85447,4,0
1251,75,114213,33,0
1252,14,161120,69,1
1253,8,186682,86,1
1254,58,105302,75,0
1255,5,133400,47,1
1256,70,56432,23,2
1257,49,136467,72,1
1258,60,189945,20,0
1259,25,163966,48,1
1260,47,52152,17,2
1261,53,145720,62,1
1262,24,188034,61,1
1263,46,127911,3,0
1264,70,174114,31,0
1265,53,144489,10,0
1266,63,77440,47,2
1267,24,86119,44,2
1268,5,100056,49,1
1269,7,66686,50,2
1270,71,74696,41,0
1271,23,65641,50,2
1272,0,61228,81,2
1273,2,138529,87,1
1274,72,152405,4,0
1275,18,157757,84,1
1276,11,166361,59,1
1277,95,67227,30,0
1278,20,161156,88,1
1279,58,170647,70,1
1280,67,161646,36,0
1281,43,98016,18,2
1282,36,50526,19,2
1283,2,175208,43,1
1284,35,97721,48,2
1285,81,142013,81,0
1286,84,166737,76,0
1287,18,62651,13,2
1288,54,179546,4,0
1289,98,51866,81,0
1290,75,86297,42,0
1291,98,65031,23,0
1292,94,69383,25,0
1293,24,70733,63,2
1294,47,187898,89,1
1295,40,116001,55,1
1296,68,87040,4,0
1297,18,180956,74,1
1298,83,115517,82,0
1299,34,76979,46,2
1300,81,50798,56,0
1301,61,146350,43,0
1302,77,81112,61,0
1303,52,80605,20,2
1304,40,171949,11,1
1305,93,159006,26,0
1306,45,177368,96,1
1307,83,187643,3,0
1308,23,93841,25,2
1309,15,131061,92,1
1310,79,146130,20,0
1311,80,84471,79,0
1312,35,144485,15,1
1313,39,158638,78,1
1314,4,96693,28,2
1315,83,129507,93,0
1316,94,114510,39,0
1317,33,109396,17,2
1318,12,149031,96,1
1319,77,66256,13,0
1320,48,118285,69,1
1321,97,128723,58,0
1322,28,178285,91,1
1323,99,144176,74,0
1324,27,82474,31,2
1325,95,159010,84,0
1326,6,76164,83,2
1327,18,77873,49,2
1328,42,53392,89,2
1329,50,168898,41,1
1330,86,128917,7,0
1331,69,185067,49,0
1332,23,132183,76,1
1333,82,82060,46,0
1334,97,133614,58,0
1335,42,94844,64,2
1336,75,76474,5,0
1337,14,94655,9,2
1338,3,60933,30,2
1339,16,79257,82,2
1340,45,125677,36,1
1341,23,127971,56,1
1342,38,76103,62,2
1343,45,114741,96,1
1344,82,157994,92,0
1345,73,93786,44,0
1346,36,75178,41,2
1347,13,175267,81,1
1348,96,99263,100,0
1349,83,52590,3,2
1350,33,170959,75,1
1351,68,135076,60,0
1352,88,167112,34,0
1353,87,184639,12,0
1354,88,172369,80,0
1355,43,124256,67,1
1356,64,89972,92,0
1357,96,67799,42,0
1358,72,176074,70,0
1359,48,167517,27,1
1360,64,77914,11,2
1361,8,57605,81,2
1362,52,86365,70,2
1363,3,93883,39,2
1364,44,131091,62,1
1365,14,87222,14,2
1366,50,117076,45,0
1367,53,150925,1,0
1368,31,149379,100,1
1369,31,138644,94,1
1370,97,148493,42,0
1371,27,84658,66,2
1372,2,111618,99,1
1373,81,108759,60,0
1374,64,186203,73,0
1375,11,147258,59,1
1376,78,132983,67,0
1377,72,149092,39,0
1378,36,163845,84,1
1379,97,117777,67,0
1380,88,131584,18,0
1381,21,123904,91,1
1382,62,89801,88,0
1383,73,173466,57,0
1384,34,55690,4,2
1385,50,104467,72,0
1386,39,100419,19,2
1387,82,62951,47,0
1388,39,118554,1,2
1389,13,140673,49,1
1390,68,75561,87,0
1391,77,147306,50,0
1392,35,111871,30,2
1393,5,112884,43,1
1394,47,121267,58,1
1395,48,151519,93,1
1396,34,105448,40,2
1397,20,92048,91,1
1398,61,99980,94,0
1399,16,84003,68,2
1400,2,110889,95,1
1401,52,82478,95,2
1402,99,139685,20,0
1403,84,182374,62,0
1404,58,119366,94,0
1405,91,53788,57,0
1406,1,90341,92,1
1407,67,118348,94,0
1408,56,137428,87,1
1409,62,106982,53,0
1410,12,98532,52,2
1411,38,120825,24,1
1412,51,58006,83,2
1413,20,106941,73,1
1414,43,129782,31,1
1415,93,121513,90,0
1416,54,79925,30,2
1417,23,112089,74,1
1418,1,138656,27,1
1419,64,146794,90,0
1420,55,75033,30,2
1421,85,149969,78,0
1422,20,124852,39,1
1423,73,154837,42,0
1424,53,145678,55,1
1425,7,137354,89,1
1426,50,136660,48,1
1427,12,63334,99,2
1428,37,62893,29,2
1429,78,163514,89,0
1430,29,145934,40,1
1431,54,119223,58,0
1432,89,127479,18,0
1433,25,136146,98,1
1434,14,76001,46,2
1435,12,84885,24,2
1436,18,82812,1,2
1437,74,51260,43,2
1438,21,159572,42,1
1439,9,130186,88,1
1440,49,176954,57,1
1441,58,85908,99,0
1442,16,75831,5,2
1443,55,123045,56,0
1444,31,161211,10,1
1445,59,81702,27,2
1446,25,173043,3,1
1447,63,126380,90,0
1448,60,128205,27,0
1449,41,181355,73,1
1450,84,97931,70,0
1451,72,146432,25,0
1452,97,125731,41,0
1453,43,132701,70,1
1454,63,116095,8,0
1455,7,135773,42,1
1456,54,136417,45,0
1457,27,80783,82,2
1458,28,182580,60,1
1459,84,143567,48,0
1460,71,85908,85,0
1461,88,139806,99,0
1462,75,77269,24,0
1463,96,105968,65,0
1464,83,125660,19,0
1465,86,98444,76,0
1466,60,179503,9,0
1467,5,60575,14,2
1468,65,75685,19,2
1469,49,85374,45,2
1470,78,128642,19,0
1471,25,182292,78,1
1472,5,124702,94,1
1473,58,127833,2,0
1474,80,178866,97,0
1475,94,183643,51,0
1476,62,113306,4,0
1477,20,84008,77,2
1478,85,85758,35,0
1479,72,63128,45,2
1480,95,70174,6,0
1481,97,170133,42,0
1482,25,165978,42,1
1483,17,149727,78,1
1484,19,147052,86,1
1485,59,113389,79,0
1486,30,111690,73,1
1487,63,184830,60,0
1488,23,91549,23,2
1489,97,94629,17,0
1490,97,167558,99,0
1491,94,119189,57,0
1492,28,96207,67,2
1493,21,85339,6,2
1494,25,111942,7,2
1495,48,157003,45,1
1496,53,117123,23,0
1497,97,172747,76,0
1498,33,157358,52,1
1499,5,156655,20,1
1500,72,166043,93,0
1501,40,67768,15,2
1502,34,171353,34,1
1503,63,116971,76,0
1504,85,97822,38,0
1505,86,117203,83,0
1506,63,88720,100,0
1507,9,173233,18,1
1508,76,139447,36,0
1509,19,179269,93,1
1510,84,136254,90,0
1511,38,174594,56,1
1512,1,100429,19,2
1513,30,73107,48,2
1514,86,98344,25,0
1515,21,163509,21,1
1516,15,116204,16,1
1517,87,95853,53,0
1518,40,156411,70,1
1519,2,72889,36,2
1520,63,106691,79,0
1521,26,144832,42,1
1522,29,132297,53,1
1523,7,170345,3,1
1524,28,157383,13,1
1525,99,150782,18,0
1526,69,143987,87,0
1527,13,129659,59,1
1528,73,104826,36,0
1529,4,181471,59,1
1530,42,152547,56,1
1531,43,85347,9,2
1532,79,122828,32,0
1533,18,107794,17,2
1534,39,152566,11,1
1535,41,91715,99,2
1536,60,99222,48,0
1537,39,70280,99,2
1538,90,70030,86,0
1539,83,102083,24,0
1540,92,166163,87,0
1541,6,182871,27,1
1542,50,187545,61,1
1543,90,182910,86,0
1544,13,174530,30,1
1545,27,115438,37,1
1546,93,93964,80,0
1547,61,180341,75,1
1548,91,107323,1,0
1549,79,119435,55,0
1550,80,68341,22,0
1551,16,95365,60,2
1552,4,131093,79,1
1553,34,100621,3,2
1554,10,116521,47,1
1555,3,136316,88,1
1556,96,172039,51,0
1557,48,70844,22,2
1558,25,100964,96,1
1559,98,128037,39,0
1560,84,97081,75,0
1561,88,92247,47,0
1562,86,129914,92,0
1563,0,94014,53,2
1564,56,138864,93,1
1565,6,169299,46,1
1566,2,119097,40,1
1567,73,68161,23,2
1568,38,181108,32,1
1569,37,87764,59,2
1570,41,102543,54,2
1571,94,139417,13,0
1572,57,81802,29,2
1573,96,102788,51,0
1574,59,163179,19,0
1575,87,71318,22,0
1576,55,63683,34,2
1577,16,189689,37,1
1578,82,121610,36,0
1579,83,150682,25,0
1580,96,124550,46,0
1581,55,148875,99,1
1582,6,107117,44,1
1583,33,109223,43,2
1584,0,120899,7,1
1585,27,101948,31,2
1586,72,143169,58,0
1587,13,167619,4,1
1588,19,181795,59,1
1589,48,186445,41,1
1590,58,102205,24,0
1591,21,52326,69,2
1592,91,82992,5,0
1593,44,145520,55,1
1594,80,104820,96,0
1595,28,69025,79,2
1596,74,164976,89,0
1597,79,178576,51,0
1598,42,72415,52,2
1599,80,112146,24,0
1600,8,144830,43,1
1601,24,51661,79,2
1602,71,152910,90,0
1603,1,114556,64,1
1604,0,143455,62,1
1605,30,173096,92,1
1606,52,121172,97,1
1607,34,56492,15,2
1608,64,156422,39,0
1609,17,131863,94,1
1610,71,118096,36,0
1611,87,149685,30,0
1612,68,89765,28,0
1613,14,177701,49,1
1614,24,64738,67,2
1615,10,92734,28,2
1616,53,146877,47,0
1617,39,62935,60,2
1618,16,67178,17,2
1619,64,115754,35,0
1620,41,186470,21,1
1621,16,100939,34,2
1622,94,86172,55,0
1623,40,184222,17,1
1624,81,71543,1,0
1625,18,174836,63,1
1626,78,130706,72,0
1627,8,74407,100,2
1628,64,130055,46,0
1629,45,88707,81,2
1630,99,162762,52,0
1631,59,154821,77,0
1632,53,57248,66,2
1633,66,99902,54,0
1634,1,165711,50,1
1635,73,97455,55,0
1636,34,93866,43,2
1637,1,141307,17,1
1638,73,172011,9,0
1639,90,68138,18,0
1640,32,123246,100,1
1641,47,124194,32,0
1642,15,188696,87,1
1643,78,91213,84,0
1644,83,166650,99,0
1645,2,52727,60,2
1646,75,126469,86,0
1647,45,138775,17,1
1648,49,68901,70,2
1649,41,118621,7,2
1650,34,109263,77,1
1651,82,150012,83,0
1652,37,133850,85,1
1653,25,81640,95,2
1654,52,133214,1,0
1655,23,186723,42,1
1656,96,92100,23,0
1657,5,64484,10,2
1658,47,69024,3,2
1659,81,171194,55,0
1660,4,183282,34,1
1661,8,100099,74,1
1662,35,164435,26,1
1663,67,172407,60,0
1664,9,84781,14,2
1665,82,186130,61,0
1666,2,56782,10,2
1667,95,137206,4,0
1668,9,146950,92,1
1669,99,174275,4,0
1670,96,97705,41,0
1671,92,188984,69,0
1672,24,119238,55,1
1673,58,87923,19,2
1674,15,128573,97,1
1675,13,132374,96,1
1676,51,135164,75,1
1677,9,165194,10,1
1678,0,126060,92,1
1679,67,89366,55,0
1680,58,95172,77,0
1681,55,95975,49,2
1682,52,165573,59,1
1683,83,180887,59,0
1684,83,142720,86,0
1685,90,113460,54,0
1686,87,110434,20,0
1687,67,146016,38,0
1688,81,101073,67,0
1689,36,62617,10,2
1690,51,96028,37,2
1691,31,186334,37,1
1692,57,163473,52,0
1693,83,89819,59,0
1694,51,69388,33,2
1695,15,134748,76,1
1696,18,149915,94,1
1697,88,104098,48,0
1698,70,80160,10,0
1699,9,124125,91,1
1700,6,170226,31,1
1701,8,53306,98,2
1702,55,103933,31,0
1703,69,85401,10,0
1704,18,53812,32,2
1705,13,60771,50,2
1706,69,56398,75,2
1707,69,171118,91,0
1708,69,79806,73,0
1709,89,150187,35,0
1710,45,129455,14,0
1711,75,116813,72,0
1712,54,95734,39,2
1713,33,76654,48,2
1714,67,86289,96,0
1715,26,176147,19,1
1716,5,142351,97,1
1717,65,186673,51,0
1718,94,131521,62,0
1719,95,50223,15,0
1720,48,74308,23,2
1721,41,155881,22,1
1722,92,168303,16,0
1723,44,182748,58,1
1724,35,52374,73,2
1725,34,86154,17,2
1726,52,163612,51,1
1727,64,64756,17,2
1728,62,185257,58,0
1729,58,78669,75,2
1730,15,164520,47,1
1731,65,92135,49,0
1732,20,103195,68,1
1733,21,161663,36,1
1734,79,57039,34,0
1735,91,54754,4,0
1736,92,136531,76,0
1737,62,120838,79,0
1738,94,127927,48,0
1739,10,164214,77,1
1740,53,145498,66,1
1741,7,129215,69,1
1742,92,152429,76,0
1743,12,89252,31,2
1744,31,147447,23,1
1745,93,74467,33,0
1746,66,127410,37,0
1747,49,91290,44,2
1748,64,92812,97,0
1749,27,170166,18,1
1750,33,150823,75,1
1751,79,95839,30,0
1752,14,60175,60,2
1753,22,153024,91,1
1754,8,116858,67,1
1755,6,122961,47,1
1756,81,141471,45,0
1757,69,76155,14,2
1758,0,108169,24,1
1759,61,139520,39,0
1760,62,182631,52,0
1761,95,177134,78,0
1762,32,181703,54,1
1763,13,61917,16,2
1764,1,140648,36,1
1765,63,176783,40,0
1766,75,59741,67,0
1767,43,156567,89,1
1768,29,110309,21,2
1769,82,111077,55,0
1770,87,170333,96,0
1771,66,183339,39,0
1772,99,84167,46,0
1773,54,184815,50,1
1774,49,122556,74,1
1775,60,174768,66,1
1776,75,172309,82,0
1777,77,117920,4,0
1778,34,134882,61,1
1779,63,77259,11,2
1780,38,170019,38,1
1781,68,176884,94,0
1782,80,106709,93,0
1783,8,168723,31,1
1784,86,90228,68,0
1785,1,89473,85,1
1786,56,131911,42,0
1787,14,140107,63,1
1788,4,170403,44,1
1789,58,51416,46,2
1790,6,52648,2,2
1791,17,125471,48,1
1792,55,106153,62,0
1793,14,124785,28,1
1794,22,101474,14,2
1795,8,141359,65,1
1796,70,57596,96,2
1797,67,78489,81,0
1798,50,112957,71,0
1799,72,82377,37,0
1800,76,82315,53,0
1801,80,93253,51,0
1802,20,189650,60,1
1803,89,114858,53,0
1804,18,62151,18,2
1805,75,135159,12,0
1806,5,126263,55,1
1807,79,123064,41,0
1808,31,181773,40,1
1809,92,171794,65,0
1810,15,156339,27,1
1811,94,65483,84,0
1812,35,145654,22,1
1813,68,91609,43,0
1814,29,53002,73,2
1815,87,115699,61,0
1816,33,149609,44,1
1817,29,165254,7,1
1818,43,50418,49,2
1819,43,103531,90,1
1820,66,184060,98,1
1821,23,75961,70,2
1822,87,174163,28,0
1823,81,105255,54,0
1824,42,51860,4,2
1825,32,185218,83,1
1826,7,189709,18,1
1827,91,134665,66,0
1828,95,91352,9,0
1829,10,154623,21,1
1830,20,113767,88,1
1831,5,160469,61,1
1832,84,99418,27,0
1833,54,56215,34,2
1834,12,55639,63,2
1835,90,62504,99,0
1836,19,151382,38,1
1837,91,156574,96,0
1838,90,60998,35,0
1839,60,108509,36,0
1840,68,85540,49,0
1841,43,73915,47,2
1842,52,148901,77,1
1843,81,152602,91,0
1844,54,58999,22,2
1845,43,133740,37,1
1846,20,113217,41,1
1847,71,60209,46,2
1848,26,145491,72,1
1849,75,61393,65,0
1850,52,133252,55,0
1851,40,187234,14,1
1852,5,145563,60,1
1853,46,165810,38,1
1854,98,125181,30,0
1855,84,56809,96,0
1856,35,69419,68,2
1857,78,70689,54,0
1858,64,55011,53,2
1859,98,87955,79,0
1860,66,153660,24,0
1861,32,104494,28,2
1862,22,184443,44,1
1863,17,150778,35,1
1864,22,88729,81,2
1865,9,151902,18,1
1866,24,51604,4,2
1867,8,157316,75,1
1868,52,125508,15,0
1869,62,186157,54,0
1870,37,169381,45,1
1871,68,110195,47,0
1872,63,81199,80,0
1873,15,58459,67,2
1874,44,173682,89,1
1875,18,162983,16,1
1876,30,94480,1,2
1877,69,168710,80,0
1878,16,150193,83,1
1879,71,91823,74,0
1880,24,173091,24,1
1881,57,102692,94,0
1882,97,156812,77,0
1883,68,51468,48,2
1884,11,114071,37,1
1885,63,155638,81,0
1886,68,129971,61,0
1887,69,104160,77,0
1888,77,124995,66,0
1889,73,180437,50,0
1890,19,134644,96,1
1891,1,130089,67,1
1892,71,149318,27,0
1893,6,125591,79,1
1894,68,173047,17,0
1895,39,61298,91,2
1896,75,132993,55,0
1897,65,72313,36,2
1898,30,84885,9,2
1899,46,126228,95,1
1900,40,51199,29,2
1901,40,54631,70,2
1902,20,131810,16,1
1903,88,138482,59,0
1904,85,74081,87,0
1905,94,112426,54,0
1906,52,164038,53,1
1907,68,53552,97,2
1908,15,142147,78,1
1909,4,180324,41,1
1910,59,149067,78,0
1911,32,184408,38,1
1912,8,59116,45,2
1913,92,174786,94,0
1914,9,71076,2,2
1915,41,56837,4,2
1916,18,134752,47,1
1917,78,112887,80,0
1918,0,73128,74,2
1919,11,152765,17,1
1920,36,140637,19,1
1921,46,137973,50,1
1922,95,126791,34,0
1923,97,75125,89,0
1924,2,101718,11,2
1925,94,69654,30,0
1926,0,105935,46,1
1927,3,74607,69,2
1928,77,151985,29,0
1929,70,76892,64,0
1930,58,87602,25,2
1931,72,182317,46,0
1932,90,158280,92,0
1933,23,59905,79,2
1934,87,128153,42,0
1935,64,142612,58,0
1936,15,180163,9,1
1937,14,68009,17,2
1938,54,166183,65,1
1939,76,132537,44,0
1940,76,146308,49,0
1941,52,63454,38,2
1942,96,110519,6,0
1943,55,66728,50,2
1944,54,170638,64,1
1945,19,129635,100,1
1946,29,133587,74,1
1947,96,126225,47,0
1948,20,148776,21,1
1949,91,142602,64,0
1950,37,102413,38,2
1951,42,68765,69,2
1952,1,57522,75,2
1953,58,149237,80,0
1954,42,184844,24,1
1955,48,131656,45,1
1956,11,181026,39,1
1957,59,101698,87,0
1958,45,152560,32,1
1959,73,142502,97,0
1960,85,155432,21,0
1961,70,108544,49,0
1962,52,106530,46,0
1963,70,124359,51,0
1964,88,146970,90,0
1965,61,182176,96,1
1966,46,114435,34,2
1967,65,134213,32,0
1968,84,115580,73,0
1969,76,124034,88,0
1970,31,67894,42,2
1971,55,107099,89,0
1972,45,140263,88,1
1973,98,104249,12,0
1974,40,168821,36,1
1975,14,153145,59,1
1976,41,128960,43,1
1977,60,127438,82,0
1978,60,125968,100,0
1979,84,104589,85,0
1980,0,165321,93,1
1981,10,86925,76,2
1982,62,149797,19,0
1983,33,137094,68,1
1984,52,55395,41,2
1985,2,153622,51,1
1986,27,74050,44,2
1987,4,68094,61,2
1988,63,59244,80,2
1989,54,118944,77,0
1990,47,75293,55,2
1991,30,166983,69,1
1992,97,129444,96,0
1993,94,181183,24,0
1994,64,175254,100,1
1995,19,54121,89,2
1996,71,184387,40,0
1997,91,73158,32,0
1998,87,90961,14,0
1999,77,182109,4,0
2000,90,110610,52,0
